"","size","rep","tau","delt","alph","mod","psi","r0","degAssort","clustering","pathLen","n_components","r","q","time_steps","peak_size","peak_time","tot_inf","prev_m","prev_f","prev_ratio","prev_l","r_actual"
"181",1000,1,0.1,"0.1",1,"i",0,3.06111668338348,-0.0104635620439791,0.0327005832368553,5,1,0,-0.00137320688243264,110.141793513952,34,23.1427399216608,675,NA,NA,Inf,0,-0.00277125828867084
"182",1000,1,0.1,"0.1",1,"i",0,3.30959545302574,0.00275203001469851,0.0470653601373876,6,1,0.6,0.31121931491566,152.686502315506,37,45.9525962698175,570,NA,NA,Inf,5.44117647058824,0.623206659253171
"183",1000,2,0.1,"0.1",1,"i",0,3.03233032430625,-0.0105775195455304,0.0317871594429805,5,1,0,0.0202386698711984,123.099334767315,38,28.2465442826828,676,NA,NA,1.07638488414601,1.28571428571429,0.0404872521050336
"184",1000,2,0.1,"0.1",1,"i",0,3.42657973921765,-0.0251812643456622,0.0479758803383778,8,1,0.6,0.315429417641088,139.995134655937,29,30.9908928560824,569,NA,NA,Inf,2.27272727272727,0.630880186003806
"185",1000,3,0.1,"0.1",1,"i",0,3.07572718154463,-0.0174435107741797,0.0324148051524539,5,1,0,-0.00947679548173103,109.235907187952,35,31.0306294541198,656,NA,NA,Inf,0,-0.0189592336685969
"186",1000,3,0.1,"0.1",1,"i",0,3.33176195252424,-0.00519337558184165,0.0457286785144451,7,1,0.6,0.312403529545507,167.964480277711,32,38.5416992669255,601,NA,NA,Inf,3.6551724137931,0.626105340377575
"187",1000,4,0.1,"0.1",1,"i",0,3.02564359745904,-0.0251020364364839,0.0300341447782799,5,1,0,0.00711846673420455,116.778108005538,40,42.0321792468251,619,NA,NA,Inf,2.78947368421053,0.0142370159678754
"188",1000,4,0.1,"0.1",1,"i",0,3.29030424607155,0.0151880491956945,0.0473413065347058,7,1,0.6,0.315853156259149,157.483074862941,32,65.1345556463822,574,NA,NA,0.852292870224941,4.53846153846154,0.632714598391399
"189",1000,5,0.1,"0.1",1,"i",0,3.01257104647275,-0.0291126124052169,0.0299647082325261,5,1,0,-0.00909820736029554,109.186498987997,37,37.1827256912567,648,NA,NA,1.07991829591941,1.14285714285714,-0.0182319244652361
"190",1000,5,0.1,"0.1",1,"i",0,3.31370779003678,0.011435033843342,0.0487019866213312,7,1,0.6,0.315954161380833,140.635253187117,36,32.6411115615329,564,NA,NA,Inf,2.375,0.632280843486507
"191",1000,6,0.1,"0.1",1,"i",0,2.97268472082915,-0.0117200663138971,0.0308053940368675,5,1,0,-0.01220449714238,164.713151738077,34,53.4083939494376,664,NA,NA,Inf,16.0431034482759,-0.0244515642202204
"192",1000,6,0.1,"0.1",1,"i",0,3.19327983951856,0.0361283070816427,0.0491252316487106,6,1,0.6,0.314442605650452,115.546429364886,49,28.0094963421272,673,NA,NA,Inf,1.14285714285714,0.628886122355045
"193",1000,7,0.1,"0.1",1,"i",0,2.93610832497493,-0.00934271302426,0.0303692822737676,5,1,0,-0.00229553253541975,143.610789364887,32,53.5813689660678,639,NA,NA,Inf,12.5333333333333,-0.00460018835575634
"194",1000,7,0.1,"0.1",1,"i",0,3.29625543296556,0.0121122668727557,0.0477426945664412,7,1,0.6,0.312729059797245,132.347353300398,38,45.6825528680694,612,NA,NA,1.24668324923658,1.22222222222222,0.630146774875255
"195",1000,8,0.1,"0.1",1,"i",0,3.06750250752257,-0.0198153154555554,0.0329594872968643,5,1,0,-0.000118892283671401,127.689668254087,35,41.1968768592865,640,NA,NA,Inf,6.59090909090909,-0.000238175651096152
